id,s_name,s_road,s_kind,s_status
3140,서미 모밀촌,"인천광역시 동구 샛골로 147(송림동,1층)",분식,정상
3141,서울식당,인천광역시 동구 화수부두로 38(화수동),한식,정상
3142,서울식당,인천광역시 동구 화도진로41번길 9(송현동),분식,정상
3143,석이네 분식,인천광역시 동구 샛골로162번길 17(1층 송림동),분식,정상
3144,석정,인천광역시 동구 화도로 56(화수동),한식,정상
3145,선비네식당,인천광역시 동구 금곡로81번길 30-1(송림동),기타,정상
3146,선이네생선구이,인천광역시 동구 샛골로 128-1(송림동),기타,정상
3147,설악추어탕,"인천광역시 동구 방축로83번길 23(B24호 송림동, 편익상가B동)",탕류(보신용),정상
3148,성림장,인천광역시 동구 송현로 57-3(송현동),중국식,정상
3149,성수동꿀꽈배기,인천광역시 동구 송현로 45(1층 송현동),분식,정상
3150,세븐나잇,인천광역시 동구 수문통로 35(삼두아파트 상가 송현동),호프/통닭,정상
3151,세수대야고향냉면,인천광역시 동구 화평로 6(화평동),분식,정상
3152,센스,인천광역시 동구 송림로 79-1(1층 송림동),호프/통닭,정상
3153,소마김밥 본점,인천광역시 동구 금곡로 94-1(1층 송림동),김밥(도시락),정상
3154,소머리국밥,인천광역시 동구 샛골로162번길 7(1층 송림동),한식,정상
3155,소문난집(토종영양탕·삼계탕),인천광역시 동구 안송로 44(1층 송림동),탕류(보신용),정상
3156,소주호프광장,인천광역시 동구 인중로680번길 11(1층 송림동),호프/통닭,정상
3157,소플러스,인천광역시 동구 염전로40번길 85(B동 1~2층 송림동),식육(숯불구이),정상
3158,손군부대찌개 송림점,인천광역시 동구 송림로 82(1층 송림동),한식,정상
3159,솔빛고을,인천광역시 동구 송림로 47(송림동),한식,정상
3160,솔빛호프마을,인천광역시 동구 화도진로44번길 3(송현동),호프/통닭,정상
3161,송림 주꾸미,인천광역시 동구 솔빛로85번길 21(송림동),기타,정상
3162,송림 한방 추어탕,"인천광역시 동구 송림로 80(송림센트럴타워 1층 104, 105호 송림동)",한식,정상
3163,송림교동짬뽕,"인천광역시 동구 방축로83번길 23(B동 B11호 송림동, 인천산업용품유통단지 편익상가)",중국식,정상
3164,송림기사식당,"인천광역시 동구 새천년로 28(송림동,1층)",한식,정상
3165,송림닭갈비,인천광역시 동구 샛골로 145(송림동),한식,정상
3166,송림동 뒷고기,인천광역시 동구 인중로 668(송림동),한식,정상
3167,송림물텀벙,인천광역시 동구 동산로 87-1(송림동),기타,정상
3168,송림반점,인천광역시 동구 송림로137번길 3(송림동),중국식,정상
3169,송림송현점 굽네치킨,인천광역시 동구 금곡로 86-1(1층 송림동),,정상
3170,송림식당,인천광역시 동구 송미로 22(송림동),한식,정상
3171,송림전마당,인천광역시 동구 샛골로171번길 5(송림동),한식,정상
3172,송림점 페리카나,"인천광역시 동구 샛골로161번길 25(송림동,1층)",호프/통닭,정상
3173,송미옥,인천광역시 동구 화도진로5번길 11-3(금곡동),복어취급,정상
3174,송정리식당,"인천광역시 동구 송현로11번길 14(송현동,1층)",호프/통닭,정상
3175,송학남원추어탕,인천광역시 동구 수문통로 15(1층 송현동),한식,정상
3176,송현동 토스트 떡볶이,인천광역시 동구 화수로 8-3(1층 송현동),분식,정상
3177,송현만두,인천광역시 동구 화도진로35번길 3(송현동),분식,정상
3178,송현순대,"인천광역시 동구 인중로 659(1층 101호 송현동, 송현주공아파트)",탕류(보신용),정상
3179,송현순대국,인천광역시 동구 화도진로41번길 5(송현동),한식,정상
3180,송현식당,인천광역시 동구 염전로 14(송현동),한식,정상
3181,송현여염집,인천광역시 동구 송화로42번길 2(1층 화평동),정종/대포집/소주방,정상
3182,송현일미,"인천광역시 동구 송현로16번길 13-1(송현동,외 1필지 1층)",한식,정상
3183,수란잔,"인천광역시 동구 수문통로 20(송현동,1층)",한식,정상
3184,수문통 숯불민물장어,인천광역시 동구 수문통로 21(송현동),식육(숯불구이),정상
3185,수문통짬뽕,인천광역시 동구 수문통로 41(1층 송현동),중국식,정상
3186,수산시장,"인천광역시 동구 화도진로 68(화평동,1층)",회집,정상
3187,수연,"인천광역시 동구 동산로 89(송림동,1층)",기타,정상
3188,수타5900 재능대점,"인천광역시 동구 새천년로38번길 11(상가동 2층 205호 송림동, 동산휴먼시아)",기타,정상
3189,숙이포차,인천광역시 동구 화도진로 98(1층 화평동),정종/대포집/소주방,정상
3190,순옥이 삼계탕,인천광역시 동구 솔빛로 93-1(송림동),한식,정상
3191,순진한 설렁탕,"인천광역시 동구 방축로37번길 지하 30(A동 B10호일부, B11호 송현동, 인천산업용품유통단지 편익상가)",한식,정상
3192,술고래,인천광역시 동구 석수로 11(만석동),호프/통닭,정상
3193,쉐프의 품격,인천광역시 동구 송림로 114(1층 3호 송림동),한식,정상
3194,시골식당,인천광역시 동구 샛골로193번길 4(송현동),한식,정상
3195,시골집,인천광역시 동구 화도진로68번길 6(화평동),한식,정상
3196,시장분식,인천광역시 동구 송림로99번길 24(송림동),분식,정상
3197,시장손칼국수,인천광역시 동구 송림로99번길 20-1(1층 송림동),분식,정상
3198,시집가는날,인천광역시 동구 화도진로37번길 8(송현동),정종/대포집/소주방,정상
3199,신대청마루,"인천광역시 동구 방축로 105(송림동,산업용품유통센타 편익 C동 지하 21호)",한식,정상
3200,신불떡볶이 송현점,인천광역시 동구 화수로 7(센타빌딩 1층 102호 송현동),분식,정상
3201,신선한 한식부페,인천광역시 동구 화수로 67-1(1층 일부호 화수동),한식,정상
3202,실내포장마차,인천광역시 동구 제물량로 354-1(1층 만석동),호프/통닭,정상
3203,실내포장마차,인천광역시 동구 새천년로 11-1(송림동),호프/통닭,정상
3204,실내포장마차,인천광역시 동구 샛골로171번길 9(송림동),기타,정상
3205,싱글벙글식당,인천광역시 동구 샛골로157번길 5-1(송림동),한식,정상
3206,싱싱막회,인천광역시 동구 동산로 83(1층 송림동),회집,정상
3207,쓰리랑 퓨전포차,인천광역시 동구 금곡로 80(1층 송림동),한식,정상
3208,아구군 갈비양,인천광역시 동구 샛골로 117-1(송림동),한식,정상
3209,아구찜마을,인천광역시 동구 석수로 8(화수동),한식,정상
3210,아람골식당,"인천광역시 동구 화도진로56번길 11-2(송현동,1층)",한식,정상
3211,아랜역물닭갈비,인천광역시 동구 수문통로 45-1(2층 송현동),분식,정상
3212,아리랑호프,인천광역시 동구 금곡로 79-1(송림동),호프/통닭,정상
3213,아마존꼬치식당,인천광역시 동구 샛골로161번길 23-1(송림동),호프/통닭,정상
3214,아바이찹살순대,"인천광역시 동구 송림로99번길 10(송림동,1층)",,정상
3215,아빠 족발 본점(아족),인천광역시 동구 수문통로 9(1층 화평동),기타,정상
3216,아삼육,인천광역시 동구 인중로 680(1층 송림동),한식,정상
3217,아야진,인천광역시 동구 수문통로 18(1층 송현동),호프/통닭,정상
3218,아저씨냉면,인천광역시 동구 화도진로91번길 27(화평동),분식,정상
3219,아줌마밥줘식당,인천광역시 동구 염전로 54(1층 송림동),한식,정상
3220,안녕 술잔,"인천광역시 동구 화도진로52번길 21(1층 송현동, 송현아트빌)",식육(숯불구이),정상
3221,안면도쭈꾸미,인천광역시 동구 제물량로 346-1(만석동),한식,정상
3222,애주가개근상,인천광역시 동구 샛골로 129-1(송림동),정종/대포집/소주방,정상
3223,야우족발보쌈,인천광역시 동구 안송로 12(1층 일부호 송림동),기타,정상
3224,약선당감자탕,인천광역시 동구 동산로 80-1(1층 송림동),한식,정상
3225,약족발,인천광역시 동구 송현로19번길 3-1(1층 송현동),한식,정상
3226,양군화덕,"인천광역시 동구 수문통로 15-1(송현동,1층)",식육(숯불구이),정상
3227,어(魚)나라,인천광역시 동구 샛골로 94(1층 창영동),한식,정상
3228,어니언치킨(인천송림점),인천광역시 동구 샛골로 182(1층 송림동),호프/통닭,정상
3229,어도(魚島),"인천광역시 동구 금곡로 56-1(지층,1층 금곡동)",한식,정상
3230,어주곰탕,"인천광역시 동구 방축로83번길 23(B동 지하층 B13호 송림동, 산업유통센타 편익상가)",한식,정상
3231,어쩌다 한우곱창,인천광역시 동구 송화로44번길 13-1(1층 송현동),한식,정상
3232,억조갈비,인천광역시 동구 동산로 83-1(1층 송림동),기타,정상
3233,얼큰싸나이감자탕 사모님부대찌개,인천광역시 동구 수문통로 45(1층 송현동),한식,정상
3234,엄니밥줘,인천광역시 동구 새천년로 15(송림동),기타,정상
3235,엄마밥상,인천광역시 동구 금곡로 48(1층 금곡동),한식,정상
3236,엄마손 꼬마김밥,인천광역시 동구 송현로 33(황금프라자 103호 송현동),분식,정상
3237,엔젤피자,"인천광역시 동구 동산로 77(1층 102호 송림동, 금영주상복합송림그린파크)",,정상
3238,엔죠이,"인천광역시 동구 화수로 4(송현동,2층)",호프/통닭,정상
3239,여기가좋겠네,인천광역시 동구 화수로47번길 3(화수동),호프/통닭,정상
3240,여순득 F&D,인천광역시 동구 제물량로 424(1층 다호 화수동),한식,정상
3241,연이네,인천광역시 동구 방축로83번길 23(인천산업용품유통단지 편익상가 B동 지하 1층 B31호 송림동),한식,정상
3242,연탄초벌 파불집,인천광역시 동구 수문통로 17(송현동),정종/대포집/소주방,정상
3243,연희네,인천광역시 동구 샛골로171번길 9(1층 3호 송림동),호프/통닭,정상
3244,영남생고기전문점,"인천광역시 동구 화도진로 182-3(만석동,2층)",한식,정상
3245,예빈,"인천광역시 동구 화도진로 200-1(만석동,1층)",한식,정상
3246,옛날 장터골,인천광역시 동구 송화로 35(화평동),정종/대포집/소주방,정상
3247,옛날그집,인천광역시 동구 만석부두로 1-1(1층 만석동),기타,정상
3248,옛날보리밥,인천광역시 동구 솔빛로 10-1(1층 송현동),한식,정상
3249,옛날장가루,인천광역시 동구 화도진로35번길 7-4(송현동),중국식,정상
3250,옛날통닭,"인천광역시 동구 화도진로43번길 7-2(1층 송현동, 중앙상사 10/1호, 38호)",한식,정상
3251,옛터,인천광역시 동구 샛골로157번길 7(송림동),호프/통닭,정상
3252,오구삼(오늘도 맛있게 구워 오삼),인천광역시 동구 솔빛로 17(1층 102호 송현동),식육(숯불구이),정상
3253,오늘 우리집 비어,인천광역시 동구 샛골로 147(송림동),호프/통닭,정상
3254,오늘우리집비어,인천광역시 동구 석수로 3(1층 만석동),호프/통닭,정상
3255,오늘은국수,"인천광역시 동구 방축로37번길 30(A동 b1층 14호 송현동, 인천산업유통센타)",한식,정상
3256,오늘통닭1977,인천광역시 동구 수문통로 39(1층 송현동),호프/통닭,정상
3257,오리한마리,인천광역시 동구 송화로 7(화평동),한식,정상
3258,오복김밥 본점,인천광역시 동구 송림로 132(1층 송림동),기타,정상
3259,오복식당,"인천광역시 동구 방축로 105(C동 B29호 송림동, 산업유통센타 편익상가)",한식,정상
3260,오성기사식당,인천광역시 동구 봉수대로 13(송림동),한식,정상
3261,오이삼계탕,"인천광역시 동구 방축로83번길 23(B동 B22,23호 송림동, 편익상가)",탕류(보신용),정상
3262,옥주식당,인천광역시 동구 샛골로 160-1(송림동),한식,정상
3263,온다,인천광역시 동구 샛골로162번길 11-1(1층 송림동),한식,정상
3264,온동네,인천광역시 동구 화수로 46(화수동),분식,정상
3265,와글와글 맛있는 국수집,인천광역시 동구 솔빛로 80(송림동),기타,정상
3266,왔다분식,인천광역시 동구 화평로 24(화평동),분식,정상
3267,왔다회집,인천광역시 동구 송림로99번길 18-1(송림동),회집,정상
3268,왕해물칼국수,인천광역시 동구 솔빛로 5(1층 송현동),한식,정상
3269,요기요기,인천광역시 동구 송향로 25(송림휴먼시아1단지 상가 1층 108호 송림동),분식,정상
3270,요리안,인천광역시 동구 화평로 2(1층 화평동),한식,정상
3271,용대네국수,인천광역시 동구 수문통로 8(1층 송현동),분식,정상
3272,용대네회집,인천광역시 동구 화도진로79번길 16(1층 화평동),회집,정상
3273,용우동,"인천광역시 동구 방축로37번길 30(C동 B23호 송현동,외2필지 산업용품유통단지 편익상가 지하1층)",분식,정상
