id,s_name,s_road,s_kind,s_status
6871,정아퓨전,인천광역시 미추홀구 독정이로 40(용현동),,정상
6872,정우식당,인천광역시 미추홀구 미추홀대로 662(2층 주안동),한식,정상
6873,정원,인천광역시 미추홀구 경인로325번길 22-27(주안동),기타,정상
6874,정원갈비,인천광역시 미추홀구 인중로26번길 22-3(숭의동),한식,정상
6875,정원똥돼지,인천광역시 미추홀구 장천로 50(숭의동),식육(숯불구이),정상
6876,정원식당,인천광역시 미추홀구 염전로239번길 42(도화동),기타,정상
6877,정원채,인천광역시 미추홀구 주염로 49(2층 주안동),한식,정상
6878,정은수산,인천광역시 미추홀구 미추홀대로 504(주안동),한식,정상
6879,정이네,인천광역시 미추홀구 신기길29번길 9(1층 주안동),정종/대포집/소주방,정상
6880,정이품쭈꾸미,인천광역시 미추홀구 석바위로 54(2층 주안동),한식,정상
6881,정이품쭈꾸미,인천광역시 미추홀구 낙섬서로10번길 3-6(용현동),한식,정상
6882,정이품쭈꾸미,인천광역시 미추홀구 매소홀로371번길 16(학익동),한식,정상
6883,정인곱창,인천광역시 미추홀구 인하로77번길 18-1(2층 용현동),한식,정상
6884,정정아식당,인천광역시 미추홀구 아암대로91번길 40(용현동),호프/통닭,정상
6885,정정아식당,"인천광역시 미추홀구 숙골로95번길 13(디프라자2 2층 201,202호 도화동)",한식,정상
6886,정정아식당,인천광역시 미추홀구 경인남길30번길 67(1층 용현동),한식,정상
6887,정통,인천광역시 미추홀구 석바위로 141(3층 주안동),한식,정상
6888,정통신포닭강정,"인천광역시 미추홀구 미추홀대로 561-1(7동 3호 주안동, 남부종합상가)",호프/통닭,정상
6889,정포차,인천광역시 미추홀구 인하로 207(1층 주안동),정종/대포집/소주방,정상
6890,제대로 순대국,인천광역시 미추홀구 경인로 209-2(도화동),한식,정상
6891,제로칼로리,인천광역시 미추홀구 경인로418번길 9(1층 주안동),한식,정상
6892,제물포 기사식당,인천광역시 미추홀구 수봉로 54-5(102호 숭의동),한식,정상
6893,제물포 맛집,인천광역시 미추홀구 석정로162번길 56(도화동),한식,정상
6894,제물포 옛날통닭,인천광역시 미추홀구 수봉로 4(제1층 1호 숭의동),호프/통닭,정상
6895,제물포 차,인천광역시 미추홀구 경인로 136-1(숭의동),호프/통닭,정상
6896,제물포 해물나라,인천광역시 미추홀구 석정로212번길 11-6(도화동),기타,정상
6897,제물포감자탕,인천광역시 미추홀구 수봉로 10-1(숭의동),한식,정상
6898,제물포수산회집,인천광역시 미추홀구 수봉로 32(숭의동),회집,정상
6899,제물포식당,"인천광역시 미추홀구 경인로 187(도화동,외9필지 가동)",한식,정상
6900,제물포종합어시장,인천광역시 미추홀구 경인로116번길 4(숭의동),회집,정상
6901,제물포주먹고기,인천광역시 미추홀구 독정이로 59-1(숭의동),한식,정상
6902,제물포호프,인천광역시 미추홀구 경인로116번길 4(103호 숭의동),한식,정상
6903,제스트,인천광역시 미추홀구 경인로499번길 12-37(지하1층 주안동),한식,정상
6904,제육대가 쭈대가(미추홀점),인천광역시 미추홀구 한나루로 465(진주타이루상사 좌측 3호 용현동),한식,정상
6905,제이더블유(J.W) 사운드,인천광역시 미추홀구 인하로47번길 66(지하1층 용현동),기타,정상
6906,제이드,인천광역시 미추홀구 주안동로 17(주안동),호프/통닭,정상
6907,제이드,인천광역시 미추홀구 주안동로 15(주안동),호프/통닭,정상
6908,제이디의 통닭별장,인천광역시 미추홀구 인하로 297(주안동),,정상
6909,제이슨 족발보쌈,인천광역시 미추홀구 석정로 386(주안동),한식,정상
6910,제이엠피(JMP),"인천광역시 미추홀구 석정로212번길 12(1,2층 도화동)",기타,정상
6911,제이영카페(J.young Cafe),인천광역시 미추홀구 경원대로851번길 10(선영메디칼 4층 주안동),기타,정상
6912,제이제이 라운지,인천광역시 미추홀구 미추홀대로734번길 19(지하1층 주안동),기타,정상
6913,제이한식부페,인천광역시 미추홀구 염전로 330(105~106호 주안동),한식,정상
6914,제일갈비,인천광역시 미추홀구 노적산로 56(2층 학익동),한식,정상
6915,제일곱창,인천광역시 미추홀구 낙섬중로46번길 14(용현동),한식,정상
6916,제일국수,인천광역시 미추홀구 제일로27번길 2-4(1층 도화동),분식,정상
6917,제일막국수,인천광역시 미추홀구 제일로37번길 9(1~2층 2호 도화동),한식,정상
6918,제일분식,인천광역시 미추홀구 제일로 35(1층 도화동),분식,정상
6919,제일분식,인천광역시 미추홀구 인중로16번길 8(1층 숭의동),분식,정상
6920,제일분식,인천광역시 미추홀구 한나루로403번길 123(학익동),분식,정상
6921,제일숯불왕갈비,인천광역시 미추홀구 동주길 139(주안동),한식,정상
6922,제일시장,인천광역시 미추홀구 낙섬서로 8(1층 101호 용현동),한식,정상
6923,제일식당,인천광역시 미추홀구 소성로 173(학익동),한식,정상
6924,제임스 떡뽀기,인천광역시 미추홀구 경원대로 848(주안동),분식,정상
6925,제주 까망돼지,인천광역시 미추홀구 인하로266번길 9(주안동),식육(숯불구이),정상
6926,제주 까망돼지 독정이점,인천광역시 미추홀구 인주대로 181-1(용현동),기타,정상
6927,제주 까망돼지 학익점,인천광역시 미추홀구 소성로 180(1층 학익동),한식,정상
6928,제주 연탄구이,인천광역시 미추홀구 미추홀대로734번길 25-15(신명프라자 101호 주안동),한식,정상
6929,제주까망돼지,인천광역시 미추홀구 인하로 320-1(주안동),식육(숯불구이),정상
6930,제주까망돼지,인천광역시 미추홀구 석바위로53번길 5(주안동),식육(숯불구이),정상
6931,제주까망돼지,인천광역시 미추홀구 숙골로95번길 9(미추홀 프라자 116.117호 도화동),식육(숯불구이),정상
6932,제주까망돼지,인천광역시 미추홀구 낙섬중로 23(용현동),한식,정상
6933,제주까망돼지 주안북부역점,인천광역시 미추홀구 염창로 68(1층 주안동),식육(숯불구이),정상
6934,제주까망돼지(간석남부역),인천광역시 미추홀구 주안로213번길 10-1(주안동),식육(숯불구이),정상
6935,제주돌삼겹,인천광역시 미추홀구 토금남로 26(용현동),한식,정상
6936,제주돼지연탄구이,인천광역시 미추홀구 석정로 425(주안동),한식,정상
6937,제주돼지참숯뒷고기,인천광역시 미추홀구 인하로 250(주안동),식육(숯불구이),정상
6938,제주소년,인천광역시 미추홀구 토금중로 27(1층 용현동),한식,정상
6939,제철홍어무침 꽃게장,인천광역시 미추홀구 인주대로 258(용현동),한식,정상
6940,젠틀돼지,인천광역시 미추홀구 주안로 23(101호 도화동),한식,정상
6941,조가네정육식당,인천광역시 미추홀구 주안로 107(주안동),회집,정상
6942,조개구이대포항,인천광역시 미추홀구 매소홀로357번길 34(학익동),정종/대포집/소주방,정상
6943,조개까는포차,인천광역시 미추홀구 주승로 163(관교동),정종/대포집/소주방,정상
6944,조개상사,인천광역시 미추홀구 주안로 89(주안동),한식,정상
6945,조개자비,"인천광역시 미추홀구 낙섬중로 129(상가5동 `층 122호 용현동, 엘에이치미추홀3단지)",기타,정상
6946,조림조림,인천광역시 미추홀구 토금북로 35(용현동),한식,정상
6947,조마루감자탕 도화지구점,"인천광역시 미추홀구 숙골로 94(청운프라자 202,203호 도화동)",한식,정상
6948,조박사 갈비명가,인천광역시 미추홀구 봉수대로 17(도화동),한식,정상
6949,조선갈비실록 인천점,인천광역시 미추홀구 아암대로 53(세인트재활빌딩 2층 201.202호 용현동),한식,정상
6950,조선생 명품족발 본점,인천광역시 미추홀구 낙섬중로32번길 14(1층 103호 용현동),한식,정상
6951,조선포차,인천광역시 미추홀구 인주대로137번길 23-10(용현동),호프/통닭,정상
6952,조선화로집 도화점,인천광역시 미추홀구 송림로 247(우주프라자 2층 도화동),한식,정상
6953,조선화로집 주안점,인천광역시 미추홀구 미추홀대로734번길 6(주안동),식육(숯불구이),정상
6954,조스,인천광역시 미추홀구 숙골로87번길 16(디프라자1 303호 도화동),기타,정상
6955,조은 밥상,인천광역시 미추홀구 낙섬서로10번길 33-15(101호 용현동),기타,정상
6956,조은식당,인천광역시 미추홀구 주안중로7번길 9-7(주안동),분식,정상
6957,조은칼국수,인천광역시 미추홀구 미추로19번길 5(숭의동),한식,정상
6958,조은하루,인천광역시 미추홀구 길파로 16(주안동),한식,정상
6959,족발 공화국,인천광역시 미추홀구 석바위로 59-1(주안동),한식,정상
6960,족발공화국,인천광역시 미추홀구 토금중로 30(용현동),호프/통닭,정상
6961,족발슈퍼 용현점,인천광역시 미추홀구 인하로77번길 12(용현동),호프/통닭,정상
6962,족발야시장,인천광역시 미추홀구 매소홀로 69(용현동),기타,정상
6963,족발야시장 인천도화점,인천광역시 미추홀구 숙골로95번길 9(미추홀 프라자 108.109호 도화동),한식,정상
6964,족발을 그리다,인천광역시 미추홀구 인하로340번길 5-40(1층 101호 주안동),한식,정상
6965,족보있는집,인천광역시 미추홀구 한나루로501번길 21(용현동),한식,정상
6966,족사랑,인천광역시 미추홀구 경인남길118번길 13(용현동),식육(숯불구이),정상
6967,족사랑학익점,인천광역시 미추홀구 소성로 121(학익동),식육(숯불구이),정상
6968,족장,인천광역시 미추홀구 주안로104번길 27(주안동),한식,정상
6969,존슨부대찌개 도화점,인천광역시 미추홀구 숙골로87번길 2(센타프라자 107호 도화동),한식,정상
6970,존슨부대찌개 주안점,인천광역시 미추홀구 동주길 139(주안동),기타,정상
6971,종로닭발,인천광역시 미추홀구 토금중로 68(108동 111호 용현동),정종/대포집/소주방,정상
6972,종로닭한마리,인천광역시 미추홀구 경인남길30번길 83(용현동),,정상
6973,종로빈대떡,인천광역시 미추홀구 용현동 627,한식,정상
6974,종로빈대떡,인천광역시 미추홀구 매소홀로 419(학익동),기타,정상
6975,종로빈대떡,인천광역시 미추홀구 인하로47번길 66(용현동),한식,정상
6976,종로빈대떡,인천광역시 미추홀구 인하로 242(주안동),한식,정상
6977,종로순대,인천광역시 미추홀구 경인남길30번길 35(용현동),한식,정상
6978,종로의 소문난 경북집,인천광역시 미추홀구 주안중로43번길 18(주안동),기타,정상
6979,종합어시장,인천광역시 미추홀구 미추홀대로 624-1(주안동),한식,정상
6980,좋아좋아식당,인천광역시 미추홀구 석바위로 75(주안동),분식,정상
6981,좋은 사람들,인천광역시 미추홀구 소성로 76(장미상가 13호 학익동),,정상
6982,좋은고기 소장군,인천광역시 미추홀구 구월로8번길 16(주안동),한식,정상
6983,좋은날김밥,인천광역시 미추홀구 석정로202번길 11-16(도화동),한식,정상
6984,좋은만남,인천광역시 미추홀구 석정로 104(102호 숭의동),기타,정상
6985,좋은친구들,인천광역시 미추홀구 낙섬중로 23(용현동),한식,정상
6986,좋은포장마차,인천광역시 미추홀구 낙섬서로18번길 26(1층 용현동),정종/대포집/소주방,정상
6987,좋은푸드,인천광역시 미추홀구 토금북로57번길 17(1층 용현동),한식,정상
6988,죠스떡볶이,인천광역시 미추홀구 낙섬중로35번길 1(1층 용현동),분식,정상
6989,죠스떡볶이주안역점,인천광역시 미추홀구 주안로 102-1(주안동),분식,정상
6990,주 안주마을,"인천광역시 미추홀구 미추홀대로540번길 4(주안동,,1280-8)",정종/대포집/소주방,정상
6991,주)백년식당서서갈비,인천광역시 미추홀구 소성로 381(문학동),식육(숯불구이),정상
6992,주가네찌개마을,인천광역시 미추홀구 석바위로 140(주안동),,정상
6993,주나라식당,인천광역시 미추홀구 한나루로 423(1층 2호 학익동),중국식,정상
6994,주당,인천광역시 미추홀구 인하로67번길 6-23(2층 용현동),호프/통닭,정상
6995,주류 전당포,인천광역시 미추홀구 낙섬서로18번길 8(1층 용현동),정종/대포집/소주방,정상
6996,주문진회포장마차,인천광역시 미추홀구 미추로 42-1(숭의동),정종/대포집/소주방,정상
6997,주물주물고기집,"인천광역시 미추홀구 한나루로 400(학익동,외7필지101,102,103호)",기타,정상
6998,주민상회(주안점),인천광역시 미추홀구 경원대로851번길 46(102호 주안동),한식,정상
6999,주식회사 숭의가든,인천광역시 미추홀구 경인로88번길 10(숭의동),한식,정상
7000,주식회사 에스앤에스코퍼레이션 미즈컨테이너 롯데인천터미널점,인천광역시 미추홀구 연남로 35(롯데백화점 인천터미널점 지하1층 관교동),패밀리레스토랑,정상
7001,주식회사 포게스트,인천광역시 미추홀구 아암대로 57(항마스타타워 102호 용현동),기타,정상
7002,주안 간이역 왕노가리,"인천광역시 미추홀구 주안로 92(다동 101호 주안동, 신도상가)",한식,정상
7003,주안 뚝배기,인천광역시 미추홀구 미추홀대로597번길 101(1층 주안동),한식,정상
7004,주안 손 칼국수,인천광역시 미추홀구 석정로351번길 13(주안동),한식,정상
7005,주안 애,인천광역시 미추홀구 인주대로469번길 7(1층 주안동),한식,정상
7006,주안1구역 함바식당,인천광역시 미추홀구 미추홀대로 633-1(주안동),한식,정상
7007,주안거복곱창,인천광역시 미추홀구 염창로 69(103호 주안동),기타,정상
7008,주안골,인천광역시 미추홀구 석바위로 35(도화동),정종/대포집/소주방,정상
7009,주안닭강정,인천광역시 미추홀구 경인로471번길 22(주안동),,정상
7010,주안닭강정,인천광역시 미추홀구 낙섬중로38번길 16(용현동),한식,정상
7011,주안떡볶이,인천광역시 미추홀구 주안로104번길 34(테마타운 101호 주안동),분식,정상
7012,주안마당 한식,인천광역시 미추홀구 경원대로 851(주안동),식육(숯불구이),정상
7013,주안반점,인천광역시 미추홀구 주안동로 29(주안동),중국식,정상
7014,주안상사,인천광역시 미추홀구 인주대로 354(1층 주안동),한식,정상
7015,주안식당,인천광역시 미추홀구 주안동로 42(1층 주안동),김밥(도시락),정상
7016,주안식당,인천광역시 미추홀구 동주길10번길 16(1층 주안동),한식,정상
7017,주안신매운갈비찜,인천광역시 미추홀구 미추홀대로734번길 29(주안동),한식,정상
7018,주안아구찜,인천광역시 미추홀구 구월남로 26(주안동),기타,정상
7019,주안애바베큐,인천광역시 미추홀구 한나루로 468(1층 주안동),식육(숯불구이),정상
7020,주안역 왕철판빈대떡,인천광역시 미추홀구 주안로90번길 24(1층 주안동),한식,정상
7021,주안청주보쌈,인천광역시 미추홀구 주안중로50번길 27-7(1~2층 주안동),분식,정상
7022,주안한식뷔페,인천광역시 미추홀구 경인로 396(주안동),한식,정상
7023,주야로호프치킨,인천광역시 미추홀구 인주대로 180(용현동),한식,정상
7024,주엔주,인천광역시 미추홀구 석정로 369(주안동),호프/통닭,정상
7025,주연 도시락,"인천광역시 미추홀구 아암대로29번길 16(105동 110호 용현동, 인천 용현 엑슬루타워)",한식,정상
7026,주옥이 손맛집,인천광역시 미추홀구 낙섬중로 112-1(용현동),한식,정상
7027,주유천하,"인천광역시 미추홀구 경인로 12(숭의동,1층)",한식,정상
7028,주전자포차,인천광역시 미추홀구 경인남길102번길 128(용현동),정종/대포집/소주방,정상
7029,주접집,인천광역시 미추홀구 경인남길30번길 지하 34(용현동),호프/통닭,정상
7030,주해,인천광역시 미추홀구 미추홀대로614번길 26(주안동),일식,정상
7031,죽이야기 주안점,인천광역시 미추홀구 주안로 105(주안동),기타,정상
7032,죽토피아,인천광역시 미추홀구 한나루로 556(1층 2호 주안동),기타,정상
7033,준실내포장마차,인천광역시 미추홀구 인주대로417번길 14(주안동),정종/대포집/소주방,정상
7034,준참치,"인천광역시 미추홀구 소성로 198(1,2층 학익동)",분식,정상
7035,준호네부대찌개,"인천광역시 미추홀구 경인남길30번길 49(용현동,지하1층)",기타,정상
7036,중경마라방,"인천광역시 미추홀구 토금남로 10(용현동,1층)",중국식,정상
7037,중국성,인천광역시 미추홀구 염전로 330(주안 J Tower 1차  지식산업센터 117호 주안동),중국식,정상
7038,중국성,"인천광역시 미추홀구 석정로 125(숭의동,지상2층)",중국식,정상
7039,중국성,인천광역시 미추홀구 토금중로 20(용현동),중국식,정상
7040,중국성식당,인천광역시 미추홀구 길파로41번길 61(주안동),중국식,정상
7041,중년시대(2호점),인천광역시 미추홀구 석바위로 113(1층 주안동),정종/대포집/소주방,정상
7042,중독,인천광역시 미추홀구 낙섬서로18번길 33-6(1층 용현동),경양식,정상
7043,중앙슈퍼,인천광역시 미추홀구 주안로104번길 24(4층 주안동),호프/통닭,정상
7044,중원 샤브샤브,인천광역시 미추홀구 주안로 100-1(2층 주안동),중국식,정상
7045,중화루,인천광역시 미추홀구 소성로256번길 10-7(학익동),중국식,정상
7046,중화요리비원,인천광역시 미추홀구 미추홀대로719번길 14(2층 주안동),중국식,정상
7047,쥐똥나무,인천광역시 미추홀구 주안로104번길 61(지하1층 주안동),한식,정상
7048,쥬씨주안북부점,인천광역시 미추홀구 길파로 9(주안동),기타,정상
7049,즉석김밥,인천광역시 미추홀구 석정로 437(주안동),분식,정상
7050,즉석김밥,인천광역시 미추홀구 독배로432번길 4(용현동),분식,정상
7051,즉석통김밥,인천광역시 미추홀구 석바위로 116(주안동),김밥(도시락),정상
7052,지가네푸드,인천광역시 미추홀구 미추홀대로614번길 29(1층 주안동),한식,정상
7053,지금 여기 우리,인천광역시 미추홀구 주안중로43번길 9(2층 주안동),,정상
7054,"지금, 보고싶다",인천광역시 미추홀구 미추홀대로734번길 19(2층 주안동),식육(숯불구이),정상
7055,지금보고싶다 인하대점,인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 2층 217호 용현동),한식,정상
7056,지니PUB,인천광역시 미추홀구 매소홀로576번길 18(2층 문학동),정종/대포집/소주방,정상
7057,지란지교(락),인천광역시 미추홀구 주안로213번길 10(지하1층 주안동),분식,정상
7058,지랄닭발 인천남구점,인천광역시 미추홀구 석바위로 91-1(주안동),정종/대포집/소주방,정상
7059,지리산 추어탕 삼계탕,인천광역시 미추홀구 주안로 65(주안동),한식,정상
7060,지리산감자탕,인천광역시 미추홀구 주안로 45(주안동),한식,정상
7061,지미원FOOD&지지고볶고,인천광역시 미추홀구 주안중로50번길 9(주안동),,정상
7062,지안 삼계탕,인천광역시 미추홀구 경원대로858번길 17(주안동),한식,정상
7063,지인,인천광역시 미추홀구 인하로 239(2층 주안동),한식,정상
7064,지지고 인하대점,인천광역시 미추홀구 인하로 67(용현동),한식,정상
7065,지짐이,"인천광역시 미추홀구 석정로202번길 11-4(도화동,1,2,3층)",호프/통닭,정상
7066,지초밥,인천광역시 미추홀구 염전로168번길 28(도화 두손지젤시티 A동 103호 도화동),일식,정상
7067,지코바,인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 1층 114호 용현동),호프/통닭,정상
7068,지코바,인천광역시 미추홀구 인하로47번길 123(1층 용현동),호프/통닭,정상
7069,지코바 주안1호점,인천광역시 미추홀구 미추홀대로719번길 4(부성PINE 1층 109호 주안동),호프/통닭,정상
7070,지코바 치킨 도화점,인천광역시 미추홀구 숙골로 114(우리타워 1층 101호 도화동),호프/통닭,정상
7071,지하술집,인천광역시 미추홀구 인하로 지하 77(용현동),회집,정상
7072,직구상 숭의점,인천광역시 미추홀구 석정로 107(1층 숭의동),식육(숯불구이),정상
7073,직화쭈꾸미명가,인천광역시 미추홀구 숙골로 114(203호 도화동),한식,정상
7074,직화포차,인천광역시 미추홀구 경인로425번길 24(주안동),정종/대포집/소주방,정상
7075,진 신의주 찹쌀순대,인천광역시 미추홀구 석바위로 138(주안동),회집,정상
7076,진1926 도화,인천광역시 미추홀구 숙골로87번길 2(센타프라자 2층 202호 도화동),기타,정상
7077,진1926 도화,인천광역시 미추홀구 숙골로87번길 2(센타프라자 111호 도화동),"외국음식전문점(인도,태국등)",정상
7078,진고개돼지갈비,인천광역시 미추홀구 석정로 392(주안동),기타,정상
7079,진달래 양꼬치,인천광역시 미추홀구 숙골로 116(스카이프라자1 202호 도화동),식육(숯불구이),정상
7080,진땡이,"인천광역시 미추홀구 매소홀로 79-27(용현동,외 1필지)",식육(숯불구이),정상
7081,진땡이,"인천광역시 미추홀구 주안동 23-3 행복마을아파트상가 101호,102호",호프/통닭,정상
7082,진땡이(도화점),인천광역시 미추홀구 석바위로 46(주안동),한식,정상
7083,진땡이(학익법원점),인천광역시 미추홀구 학익소로 76(학익동),정종/대포집/소주방,정상
7084,진미감자탕,인천광역시 미추홀구 아암대로29번길 49(용현동),한식,정상
7085,진미곱창,인천광역시 미추홀구 제일로 21-13(도화동),한식,정상
7086,진미닭칼국수,인천광역시 미추홀구 인하로299번길 24(주안동),한식,정상
7087,진미담,인천광역시 미추홀구 매소홀로 45(2층 용현동),한식,정상
7088,진미생맥주,"인천광역시 미추홀구 염전로 400(주안동,,141)",호프/통닭,정상
7089,진미식당,"인천광역시 미추홀구 아암대로253번길 31(학익동,,69)",중국식,정상
7090,진미포차,인천광역시 미추홀구 신기길16번길 12(주안동),호프/통닭,정상
7091,진미홍어회,인천광역시 미추홀구 매소홀로386번길 17(학익동),회집,정상
7092,진샤브,인천광역시 미추홀구 인주대로 51(3층 302~303호 숭의동),기타,정상
7093,진성,인천광역시 미추홀구 인하로 55(용현동),호프/통닭,정상
7094,진성각,인천광역시 미추홀구 주안동 583-1584,중국식,정상
7095,진성사우나 4층 스넥,인천광역시 미추홀구 제일로40번길 7(도화동),기타,정상
7096,진성식당,"인천광역시 미추홀구 제일로40번길 7(도화동,4층)",한식,정상
7097,진솔 생막창,인천광역시 미추홀구 한나루로 354(학익동),한식,정상
7098,진시황족발,인천광역시 미추홀구 길파로 23(주안동),식육(숯불구이),정상
7099,진실식당,인천광역시 미추홀구 샛골로 1-36(숭의동),한식,정상
7100,진이포차,인천광역시 미추홀구 독정이로 4(용현동),한식,정상
7101,진주각,인천광역시 미추홀구 장천로24번길 4(숭의동),중국식,정상
7102,진짜배기,인천광역시 미추홀구 경인로70번길 10-1(숭의동),한식,정상
7103,진천 토종 순대,인천광역시 미추홀구 길파로 36(주안동),기타,정상
7104,진천순대,"인천광역시 미추홀구 소성로 314(문학동,102호)",한식,정상
7105,진푸드,인천광역시 미추홀구 독정이로 40(1층 2호 용현동),한식,정상
7106,진푸드,인천광역시 미추홀구 인하로 327(주안동),한식,정상
7107,집,인천광역시 미추홀구 인하로77번길 26(용현동),한식,정상
7108,집나간치킨,인천광역시 미추홀구 신기길 19(주안동),호프/통닭,정상
7109,집밥,인천광역시 미추홀구 능해길 38(동아아파트 상가 A동 105호 용현동),한식,정상
7110,집으로가기전,인천광역시 미추홀구 한나루로358번길 7(학익동),기타,정상
7111,집정(집밥의정석),인천광역시 미추홀구 미추홀대로698번길 38(주안동),한식,정상
7112,징기스칸양념통닭,인천광역시 미추홀구 석정로461번길 7(주안동),기타,정상
7113,징기스칸치킨,"인천광역시 미추홀구 주승로 155(관교동,,514)",,정상
7114,짜우짜우,인천광역시 미추홀구 신기길 20-4(주안동),중국식,정상
7115,짜장나라길림성,인천광역시 미추홀구 석정로461번길 7(주안동),중국식,정상
7116,짜장면전문점,"인천광역시 미추홀구 도화동 578-4 8,10,2",중국식,정상
7117,짜장박사,인천광역시 미추홀구 한나루로 585(도화동),중국식,정상
7118,짜장전설,인천광역시 미추홀구 인하로77번길 33(용현동),중국식,정상
7119,짜홍,인천광역시 미추홀구 경인로326번길 4(도화동),중국식,정상
7120,짝노패밀리,인천광역시 미추홀구 경인남길30번길 46(지하1층층 용현동),한식,정상
7121,짝태시대 학익신동아점1,인천광역시 미추홀구 미추홀대로 489(B1층 학익동),호프/통닭,정상
7122,짝태시대 학익신동아점2,인천광역시 미추홀구 미추홀대로 489(B1층 학익동),호프/통닭,정상
7123,짝태시대 학익신동아점3,인천광역시 미추홀구 미추홀대로 489(B1층 학익동),호프/통닭,정상
7124,짝태앤노가리(주안점),인천광역시 미추홀구 주안로104번길 15(주안동),호프/통닭,정상
7125,짝태와먹태,인천광역시 미추홀구 인주대로418번길 10(주안동),한식,정상
7126,짠비어,인천광역시 미추홀구 송림로 183(1층 도화동),호프/통닭,정상
7127,짬뽕나라,인천광역시 미추홀구 주안로 92(주안동),중국식,정상
7128,짬뽕타임,인천광역시 미추홀구 인하로 225(주안동),중국식,정상
7129,짬뽕타임 인천구월점,인천광역시 미추홀구 인주대로 502(주안동),중국식,정상
7130,짬장포차,인천광역시 미추홀구 숙골로43번길 158-25(1층 도화동),분식,정상
7131,짱,인천광역시 미추홀구 석정로433번길 40(주안동),호프/통닭,정상
7132,짱가네호프,인천광역시 미추홀구 장천로 72(숭의동),호프/통닭,정상
7133,짱구네야식,인천광역시 미추홀구 석바위로 106(1층 102호 주안동),분식,정상
7134,짱식당,인천광역시 미추홀구 경인로 380(주안동),한식,정상
7135,째즈,인천광역시 미추홀구 동주길135번길 19(주안동),호프/통닭,정상
7136,쪽.짜장.짬뽕.,인천광역시 미추홀구 한나루로 346(학익동),중국식,정상
7137,쭈꾸미데이,인천광역시 미추홀구 독배로317번길 23(2층 201호 용현동),한식,정상
7138,쭈꾸미마을,인천광역시 미추홀구 미추홀대로 688(103호 주안동),한식,정상
7139,쭈꾸미일당백,인천광역시 미추홀구 미추홀대로575번길 33(주안동),기타,정상
7140,쭈꾸쭈꾸,인천광역시 미추홀구 인하로 239(주안동),식육(숯불구이),정상
7141,쭈니무떡&보쌈,인천광역시 미추홀구 한나루로586번길 80(1층 주안동),한식,정상
7142,쭈돈나라,인천광역시 미추홀구 독배로 462(숭의동),한식,정상
7143,쭈비,인천광역시 미추홀구 인하로119번길 43(1층 용현동),한식,정상
7144,쭈전,인천광역시 미추홀구 소성로 349(문학동),기타,정상
7145,쭌이네,인천광역시 미추홀구 석정로202번길 11-15(도화동),한식,정상
7146,쭝일아찌 5단계 빨강떡볶이,인천광역시 미추홀구 소성로 16(123호 용현동),분식,정상
7147,찌개사랑,인천광역시 미추홀구 인하로 53(용현동),식육(숯불구이),정상
7148,찌게전문 맛따라,인천광역시 미추홀구 경원대로858번길 26(주안동),분식,정상
7149,찐이야,인천광역시 미추홀구 토금중로 18(용현동),한식,정상
7150,찐진김밥,인천광역시 미추홀구 제일로40번길 37(101호 도화동),분식,정상
7151,찐포차,인천광역시 미추홀구 독정이로 11(용현동),한식,정상
7152,찜닭맨,인천광역시 미추홀구 경인로326번길 22(도화동),한식,정상
7153,찜양과 탕군,인천광역시 미추홀구 석정로92번길 173(1층 도화동),한식,정상
7154,찡떡,"인천광역시 미추홀구 학익소로61번길 139(110호 학익동, 신동아5차 상가동)",호프/통닭,정상
7155,차돌풍 도화점,"인천광역시 미추홀구 숙골로87번길 28-1(다온프라자 1 101,102호 도화동)",한식,정상
7156,차오팡,"인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 2층 214, 214-1, 215호 용현동)",중국식,정상
7157,차우마 학익직영점,인천광역시 미추홀구 매소홀로 355(학익프라자 111호 학익동),중국식,정상
7158,차운,"인천광역시 미추홀구 주안로90번길 37(주안동, 인성빌딩)",기타,정상
7159,차이니스레스토랑 만강,인천광역시 미추홀구 석바위로 49-1(주안동),중국식,정상
7160,차이안,인천광역시 미추홀구 석정로 296(도화동),중국식,정상
7161,차이홍,인천광역시 미추홀구 소성로 349(문학동),중국식,정상
7162,차이홍,인천광역시 미추홀구 낙섬중로 45(2층 용현동),중국식,정상
7163,차차식당 주안점,인천광역시 미추홀구 미추홀대로614번길 10(1층 주안동),호프/통닭,정상
7164,착한 아구찜,인천광역시 미추홀구 경인로 323(인천조명 도화동),한식,정상
7165,착한가게바베큐,"인천광역시 미추홀구 인하로 274-30(3동 10호 주안동, 남부시장)",,정상
7166,착한간장게장,"인천광역시 미추홀구 경인로 221(101동 2층 206-1호 도화동, 나산아파트)",한식,정상
7167,착한갈비,인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 1층 138호 용현동),한식,정상
7168,착한국수,인천광역시 미추홀구 인주대로153번길 46-2(용현시장 1층 용현동),한식,정상
7169,착한낙지,인천광역시 미추홀구 미추홀대로 650(주안동),한식,정상
7170,착한남자피자,인천광역시 미추홀구 한나루로586번길 74(1층 주안동),경양식,정상
7171,착한돼지,인천광역시 미추홀구 인하로 381(102호 주안동),한식,정상
